StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q93,Q95,Q97,Q99,Q101,Q103,Q105,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,Q127,Q129,Q131,Basketball Time_First Click,Basketball Time_Last Click,Basketball Time_Page Submit,Basketball Time_Click Count,Sister P1 Time_First Click,Sister P1 Time_Last Click,Sister P1 Time_Page Submit,Sister P1 Time_Click Count,Sex Pref,Basketball T1 Belief_1,Basketball  T1Action_1,Basketball T1Emotion,AC1:BB,AC1:BB_DO,AC2:BB,AC2:BB_DO,AC3:BB,AC3:BB_DO,AC4:BB,AC4:BB_DO,AC5:BB,AC5:BB_DO,Basketball T2 Belief_1,Basketball T2Action_1,Basketball T2Emotion,Basketball T3 Action_1,Basketball T4_1,Sister P2 Time_First Click,Sister P2 Time_Last Click,Sister P2 Time_Page Submit,Sister P2 Time_Click Count,Sister P3 Time_First Click,Sister P3 Time_Last Click,Sister P3 Time_Page Submit,Sister P3 Time_Click Count,Sister T1 Belief_1,Sister T1 Action_1,Sister T1 Emotions,AC1:S,AC2:S,AC2:S_DO,AC3:S,AC3:S_DO,AC4:S,AC4:S_DO,AC5:S,AC5:S_DO,Sister T2 Belief_1,Sister T2 Action_1,Sister T2 Emotions,Sister T3 Action_1,Sister T4 Action_1,Female Rom Time_First Click,Female Rom Time_Last Click,Female Rom Time_Page Submit,Female Rom Time_Click Count,Male Rom Time_First Click,Male Rom Time_Last Click,Male Rom Time_Page Submit,Male Rom Time_Click Count,Partner T1 Belief_1,Partner T1 Action_1,Partner T1 Emotion,AC 1 Partner,AC 1 Partner_DO,AC 2 Partner,AC 3 Partner,AC 3 Partner_DO,AC 4 Partner,AC 4 Partner_DO,AC 5 Partner,Partner T2 Belief_1,Partner T2 Action_1,Partner T2 Emotions,Partner T3 Action_1,Partner T4 Action_1,Age,Sex,Siblings,Sons,Daughters,Rel Status,Ed,Income,MTurk ID,Feedback,SC0,SC1,SC2,SC3,SC4,BotCheckUS,Attention Check Basketball,Attention Check Sister,Attention Check Partner,MTurkCode,FL_129_DO,FL_38_DO,FL_32_DO,FL_241_DO,VowelTest_DO,T1DependentVariables:Basketball_DO,AttentionCheck:Basketball_DO,T2DependentVariables:Basketball_DO,T1DependentVariables:Sister_DO,AttentionCheck:Sister_DO,T2DependentVariables:Sister_DO,T1DependentVariables:Partner_DO,AttentionCheck:Partner_DO,T2DependentVariables:Partner_DO
2020-12-28 12:20:20,2020-12-28 12:21:17,IP Address,98.214.87.121,100,57,True,2020-12-28 12:21:18,R_3QRwwUEUAbAv8x4,,,,,39.5991973876953125,-86.12999725341796875,anonymous,EN,,,,,,,,,,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q111,,,,,,,,,
2020-12-28 12:21:22,2020-12-28 12:21:42,IP Address,172.251.66.24,100,19,True,2020-12-28 12:21:42,R_2CfAYbMPq2TGUzy,,,,,33.761505126953125,-118.07630157470703125,anonymous,EN,,,,,,,,,,,,,,,,ueio,,,,,0,0,2.716,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,,,,,BasketballVignette,,,,Q123,,,,,,,,,
2020-12-28 12:21:28,2020-12-28 12:21:42,IP Address,208.79.244.79,100,14,True,2020-12-28 12:21:42,R_Q4x2d0nY5qkgzlf,,,,,38.5673980712890625,-121.31999969482421875,anonymous,EN,,ou,,,,,,,,,,,,,,,,,,,1.566,1.566,2.443,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,,,,,BasketballVignette,,,,Q95,,,,,,,,,
2020-12-28 12:21:20,2020-12-28 12:21:43,IP Address,192.119.157.191,100,22,True,2020-12-28 12:21:43,R_1lyLKg8uYPYpwOE,,,,,40.3784027099609375,-90.42389678955078125,anonymous,EN,,,,,ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q101,,,,,,,,,
2020-12-28 12:21:05,2020-12-28 12:21:47,IP Address,68.11.166.210,100,41,True,2020-12-28 12:21:47,R_2tDnB1MaomxBHbw,,,,,30.483306884765625,-91.07250213623046875,anonymous,EN,,,,,,,,,,,,,,,ea,,,,,,0,0,3.411,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,,,,,BasketballVignette,,,,Q121,,,,,,,,,
2020-12-28 12:21:40,2020-12-28 12:22:11,IP Address,98.209.55.146,100,31,True,2020-12-28 12:22:11,R_SPFkGuT1Xq5M1HP,,,,,42.494293212890625,-83.2071990966796875,anonymous,EN,,,,,,"oaie ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q103,,,,,,,,,
2020-12-28 12:20:26,2020-12-28 12:22:14,IP Address,65.60.89.50,100,108,True,2020-12-28 12:22:14,R_3ez5icEs61MgMzp,,,,,34.0348968505859375,-117.618499755859375,anonymous,EN,,,,,,,,,,,,,,,,,,,,ie,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.601,37.417,41.074,4,,,,,16,7,"Angry,Depressed,Distressed",Hitting her,Drinking and driving|Drug use|Hitting her|Stealing from you,False,,,,,False,,,,,,,,,,,,,,,,0,1,0,0,2,1,,,2,,IntroSex,,,,Q131,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 2 Partner|AC 1 Partner|AC 5 Partner,
2020-12-28 12:19:44,2020-12-28 12:22:37,IP Address,96.58.8.22,100,172,True,2020-12-28 12:22:37,R_1eqr9645LJEDvBz,,,,,28.0791015625,-82.52449798583984375,anonymous,EN,,,,,,,,,ie,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46.647,0,,,,,35,50,"Angry,Sad,Depressed,Guilty,Scared,Distressed,Jealous,Violated",,,True,,,Extremely rude and avoidant,Kind and courteous|Extremely rude and avoidant|Shy|Pleasant,False,35,50,"Angry,Sad,Guilty,Distressed,Jealous,Violated",100,0,30,Male,0,0,0,Single,Bachelor's degree,9200,AUFUUD4WG9CVO,N/A,0,1,0,0,3,1,,,3,29428097,IntroSex,,,VerbalRequest:Partner,Q109,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 4 Partner|AC 5 Partner|AC 2 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:20:35,2020-12-28 12:22:59,IP Address,69.10.49.135,100,144,True,2020-12-28 12:23:00,R_1QDCihFdMEiWmNJ,,,,,40.002197265625,-75.3007965087890625,anonymous,EN,,,,,,,aie,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,35.241,0,,,,,100,96,"Sad,Suicidal,Mentally ill,Depressed",Hitting her,Stealing from you|Drinking and driving|Hitting her|Drug use,,,,Extremely rude and avoidant,Shy|Extremely rude and avoidant|Pleasant|Kind and courteous,True,,,,,,,,,,,,,,,,0,1,0,0,2,1,,,2,,IntroSex,,,,Q105,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 4 Partner|AC 1 Partner|AC 5 Partner,
2020-12-28 12:20:47,2020-12-28 12:23:05,IP Address,108.4.68.101,100,137,True,2020-12-28 12:23:05,R_247vnwCemuDYHPv,,,,,37.5536956787109375,-77.46019744873046875,anonymous,EN,,,,,,oaie,,,,,,,,,,,,,,,,,,,23.973,28.66,31.044,8,,,,,,,,,,,,,,,,,,,,0,0,5.761,0,0,0,2.268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,,,,,SisterVignettePage1,,,,Q103,,,,,,,,,
2020-12-28 12:20:58,2020-12-28 12:23:07,IP Address,104.176.26.78,100,129,True,2020-12-28 12:23:08,R_3jZLjzHn9buRHkv,,,,,33.899200439453125,-84.85720062255859375,anonymous,EN,,,,,,,,,,,,,,,,,ae,,,,,,,,0,0,21.767,0,,,,,,,,,,,,,,,,,,,,0,0,12.592,0,0,0,21.537,0,60,60,"Angry,Distressed,Jealous,Violated",True,,,,,You best friend,You best friend|Your mother|Your father|Your brother,Jealous,Scared|Intelligent|Jealous|Happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,,2,,,SisterVignettePage1,,,,Q125,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC4:S|AC5:S|AC1:S,,,,
2020-12-28 12:20:23,2020-12-28 12:23:08,IP Address,159.14.228.153,100,164,True,2020-12-28 12:23:08,R_yJBhwversKcYh2h,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,,,ea,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.709,0,,,,,48,50,"Angry,Sad,Suicidal,Mentally ill,Depressed,Scared,Distressed,Devious,Traumatized,Violated",Hitting her,Stealing from you|Drinking and driving|Drug use|Hitting her,,Your romantic partner,Your ex|Your brother|Your romantic partner|Your old roomate,Extremely rude and avoidant,Extremely rude and avoidant|Shy|Kind and courteous|Pleasant,,0,0,"Angry,Sad,Suicidal,Mentally ill,Depressed,Scared,Distressed,Devious,Traumatized,Violated",100,0,36,Male,2,0,0,Unmarried in a long-term relationship,Doctorate,50000,A2QSV66PBS6UE0,,0,1,0,0,3,1,,,3,63995793,IntroSex,,,Crying:Partner,Q101,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 4 Partner|AC 1 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 12:20:11,2020-12-28 12:23:08,IP Address,24.22.2.79,100,176,True,2020-12-28 12:23:08,R_2b3DVdF1sRbP85e,,,,,44.06829833984375,-123.07630157470703125,anonymous,EN,AO0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q93,,,,,,,,,
2020-12-28 12:21:03,2020-12-28 12:23:14,IP Address,72.180.186.40,100,131,True,2020-12-28 12:23:14,R_cMF4abWqIH1sWfn,,,,,25.9243927001953125,-97.4626007080078125,anonymous,EN,,,,,,,,,,,,,,,,ueio,,,,,,,,,0,0,13.61,0,,,,,,,,,,,,,,,,,,,,0,0,13.95,0,0,0,17.146,0,0,0,"Angry,Devious,Jealous",,,,Your brother-in-law lost his house in a fire,Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law sold his house and is waiting to buy a new one|Your brother-in-law lost his job|Your brother-in-law lost his house in a fire,Your mother,Your mother|You best friend|Your father|Your brother,Jealous,Jealous|Intelligent|Happy|Scared,0,0,"Sad,Devious",56,0,,,,,,,,,,,,,,,,,,,,,,,,,28,Female,0,0,0,Single,High school (secondary school),25000,A5BMKZRGHNSRT,,0,1,0,3,0,1,,3,,30309659,SisterVignettePage1,,CryingandBehaviorChange:Sister,,Q123,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC3:S|AC5:S|AC4:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:19:41,2020-12-28 12:23:20,IP Address,172.90.215.152,100,219,True,2020-12-28 12:23:20,R_AjJgzdbDlGxATpn,,,,,33.9167938232421875,-118.34320068359375,anonymous,EN,ao,,,,,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.482,22.805,34.77,8,,,,,5,5,"Angry,Sad,Depressed,Guilty,Scared,Distressed,Devious,Jealous,Traumatized",,,,Your romantic partner,Your romantic partner|Your old roomate|Your brother|Your ex,Extremely rude and avoidant,Pleasant|Extremely rude and avoidant|Kind and courteous|Shy,False,5,5,"Angry,Sad,Suicidal,Mentally ill,Depressed,Guilty,Scared,Tired,Distressed,Jealous,Traumatized",100,0,48,Male,0,2,1,Married,Bachelor's degree,429000,A1W9G8QEYMQ19K,Just that everything was lucid and clearly presented.,0,1,0,0,3,1,,,3,73733452,IntroSex,,,SuicideAttempt:Partner,Q93,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 3 Partner|AC 5 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:19:46,2020-12-28 12:23:24,IP Address,71.182.225.191,100,217,True,2020-12-28 12:23:24,R_3DeA6CZswy6Q9Ww,,,,,40.56719970703125,-79.97080230712890625,anonymous,EN,,,,ui,,,,,,,,,,,,,,,,,,,,,0,0,28.922,0,,,,,,,,,,,,,,,,,,,,0,0,22.727,0,0,0,26.514,0,15,14,"Angry,Distressed,Jealous,Violated",,Groping her,Drug use|Drinking and driving|Stealing from you|Groping her,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Your brother-in-law lost his house in a fire|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law sold his house and is waiting to buy a new one,,,Jealous,Jealous|Scared|Happy|Intelligent,18,14,"Distressed,Jealous,Violated",91,91,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,1,0,0,Married,Associate degree,39000,A12OZ7P7Z41SJI,,1,1,0,3,0,1,,3,,99921347,SisterVignettePage1,,SuicideAttempt:Sister,,Q99,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC2:S|AC5:S|AC3:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:23:04,2020-12-28 12:23:26,IP Address,74.140.164.46,100,21,True,2020-12-28 12:23:26,R_1CqEptGQEuRhPOG,,,,,39.837799072265625,-84.1110992431640625,anonymous,EN,,,0ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q97,,,,,,,,,
2020-12-28 12:19:56,2020-12-28 12:23:28,IP Address,162.226.190.29,100,212,True,2020-12-28 12:23:28,R_2V9fON1oY36tgkQ,,,,,33.878204345703125,-117.956695556640625,anonymous,EN,,,,,,,,,,,,aoe,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,55.528,0,,,,,15,50,"Angry,Sad,Depressed,Scared,Distressed,Devious",Hitting her,Drug use|Hitting her|Drinking and driving|Stealing from you,True,Your romantic partner,Your romantic partner|Your ex|Your brother|Your old roomate,,,,20,50,"Angry,Sad,Depressed,Scared,Distressed,Traumatized",100,0,29,Male,0,0,0,Married,High school (secondary school),75000,A2LT6KC1X51FVW,,0,1,0,0,3,1,,,3,10091388,IntroSex,,,Depression:Partner,Q115,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 1 Partner|AC 2 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:19:51,2020-12-28 12:23:29,IP Address,38.124.153.140,100,218,True,2020-12-28 12:23:30,R_1Fnq7cfmyf8Lvz0,,,,,39.566192626953125,-76.597900390625,anonymous,EN,,,,,,,,,,,,,,,ea,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24.666,0,95,100,"Angry,Guilty,Scared,Distressed,Traumatized",Hitting her,Drug use|Stealing from you|Hitting her|Drinking and driving,,Your romantic partner,Your old roomate|Your ex|Your romantic partner|Your brother,,,False,95,100,"Sad,Scared,Distressed,Violated",100,0,41,Female,0,0,2,Married,Bachelor's degree,"200,000",A33FND7SQME47Z,,0,1,0,0,3,1,,,3,74883922,IntroSex,,,Crying:Partner,Q121,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 1 Partner|AC 3 Partner|AC 5 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:21:09,2020-12-28 12:23:39,IP Address,216.252.202.24,100,149,True,2020-12-28 12:23:39,R_1GZWhgwOZO1M97f,,,,,37.253204345703125,-80.43470001220703125,anonymous,EN,,,,ui,,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.569,16.615,16.952,2,,,,,14,18,"Angry,Sad,Depressed,Scared,Tired,Distressed,Jealous,Violated",,,True,Your romantic partner,Your old roomate|Your romantic partner|Your brother|Your ex,Extremely rude and avoidant,Kind and courteous|Pleasant|Shy|Extremely rude and avoidant,,49,74,"Angry,Sad,Suicidal,Depressed,Guilty,Scared,Tired,Distressed,Traumatized",100,0,32,Female,1,0,0,Single,Bachelor's degree,100000,A2YVC1U50H2B4R,,0,1,0,0,3,1,,,3,77761755,IntroSex,,,SuicideAttempt:Partner,Q99,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 4 Partner|AC 2 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:20:02,2020-12-28 12:23:39,IP Address,74.143.50.170,100,217,True,2020-12-28 12:23:40,R_1M5GADD8rz2Octd,,,,,38.21820068359375,-86.1125030517578125,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,42.932,43.317,44.663,2,,,,,,0,0,"Angry,Jealous",The star player on your college's basketball team,The president of the college|The star player on your college's basketball team|Your sister|The coach of your college's basketball team,,,None of them did,All of them did|Three of them did|Half of them did|None of them did,Sexual assault,Theft|Sexual assault|Accepting bribes|Cheating,,,0,0,"Angry,Sad,Suicidal,Mentally ill,Jealous",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Male,2,0,0,Single,High school (secondary school),20000,ATUY1BTU5BQDE,,0,1,3,0,0,1,3,,,55103673,BasketballVignette,SuicideAttempt:Basketball,,,Q129,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC3:BB|AC1:BB|AC4:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
2020-12-28 12:20:21,2020-12-28 12:23:44,IP Address,35.130.117.2,100,202,True,2020-12-28 12:23:44,R_1plmSpQAUetUzRu,,,,,35.7866058349609375,-84.21810150146484375,anonymous,EN,,,,,,,,,,,,,,,,,,,,ie,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43.869,0,38,33,"Angry,Depressed,Jealous",,,True,,,Extremely rude and avoidant,Extremely rude and avoidant|Shy|Kind and courteous|Pleasant,False,85,75,"Depressed,Scared,Distressed",100,0,40,Female,1,3,0,Married,Bachelor's degree,"90,000",A38TZ2TQW9TVBU,,0,1,0,0,3,1,,,3,7039609,IntroSex,,,Depression:Partner,Q131,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 5 Partner|AC 2 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:23:20,2020-12-28 12:23:46,IP Address,76.119.177.165,100,26,True,2020-12-28 12:23:46,R_1ds0qYGvud7rvEU,,,,,42.64959716796875,-71.92669677734375,anonymous,EN,,,,,,,,,,,oea,,,,,,,,,,0,0,1.939,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,,,,,BasketballVignette,,,,Q113,,,,,,,,,
2020-12-28 12:20:40,2020-12-28 12:23:52,IP Address,73.17.14.96,100,192,True,2020-12-28 12:23:52,R_3lX2L2CVO4TqSU6,,,,,41.60260009765625,-72.97650146484375,anonymous,EN,ao,,,,,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29.55,0,,,,,5,20,"Angry,Sad,Depressed,Guilty,Scared,Distressed",,,True,Your romantic partner,Your romantic partner|Your old roomate|Your brother|Your ex,Extremely rude and avoidant,Kind and courteous|Pleasant|Extremely rude and avoidant|Shy,,20,20,"Sad,Depressed,Guilty,Scared",100,100,26,Male,1,0,0,Single,High school (secondary school),50000,A11LL3J3YSXB4U,,0,1,0,0,3,1,,,3,78083525,IntroSex,,,VerbalRequest:Partner,Q93,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 3 Partner|AC 2 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:19:50,2020-12-28 12:23:53,IP Address,72.95.213.245,100,242,True,2020-12-28 12:23:53,R_yW3vZhOJY6dqENP,,,,,40.368499755859375,-80.0503997802734375,anonymous,EN,,,,,,,,,,,oea,,,,,,,,,,0,0,64.413,0,,,,,,1,2,"Angry,Sad,Mentally ill,Jealous",The star player on your college's basketball team,The coach of your college's basketball team|The star player on your college's basketball team|Your sister|The president of the college,,,,,Sexual assault,Accepting bribes|Sexual assault|Theft|Cheating,Very succesful,Much larger|Very succesful|Much smaller|Very unsuccessful,2,3,"Angry,Sad,Suicidal,Mentally ill,Distressed",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Male,3,2,1,Married,Bachelor's degree,44000,AGKCK081EU63R,,0,1,3,0,0,1,3,,,96388880,BasketballVignette,SuicideAttempt:Basketball,,,Q113,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC1:BB|AC5:BB|AC4:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 12:19:42,2020-12-28 12:23:53,IP Address,74.71.23.203,100,250,True,2020-12-28 12:23:53,R_3hhat9M72KbJlfg,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,,,,,,,,,,,,,,,,,,ie,,,0,0,79.629,0,,,,,,60,15,"Angry,Jealous,Traumatized,Violated",The star player on your college's basketball team,The star player on your college's basketball team|The coach of your college's basketball team|The president of the college|Your sister,Hard to deal with,Hard to deal with|Unselfish|Shy|Easy going,,,Sexual assault,Accepting bribes|Theft|Cheating|Sexual assault,,,70,50,"Sad,Depressed,Traumatized",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Female,0,0,0,Single,Bachelor's degree,40000,A3BU8UL4W258UU,None,0,1,3,0,0,1,3,,,54666625,BasketballVignette,Depression:Basketball,,,Q127,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC2:BB|AC1:BB|AC4:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 12:20:36,2020-12-28 12:23:59,IP Address,184.91.250.94,100,202,True,2020-12-28 12:23:59,R_0U1pY0HlcJSRuCJ,,,,,28.947998046875,-80.8979034423828125,anonymous,EN,,,,,ea,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39.294,0,,,,,11,28,"Angry,Sad,Depressed,Distressed",Hitting her,Stealing from you|Drug use|Drinking and driving|Hitting her,,Your romantic partner,Your brother|Your old roomate|Your ex|Your romantic partner,Extremely rude and avoidant,Shy|Kind and courteous|Pleasant|Extremely rude and avoidant,,11,22,"Sad,Depressed,Distressed",81,0,35,Male,1,2,2,Married,High school (secondary school),50000,A31ZMKF1XY6SFF,,0,1,0,0,3,1,,,3,9273879,IntroSex,,,Depression:Partner,Q101,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 1 Partner|AC 4 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 12:20:11,2020-12-28 12:23:59,IP Address,24.236.252.201,100,228,True,2020-12-28 12:24:00,R_2VqJNaJA00Qru6p,,,,,42.8123016357421875,-86.14209747314453125,anonymous,EN,ao,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.431,0,,,,,,,,,,,,,,,,,,,,0,0,24.654,0,0,0,28.794,0,50,30,"Angry,Distressed,Jealous,Traumatized,Violated",,Groping her,Stealing from you|Drug use|Drinking and driving|Groping her,Your brother-in-law lost his house in a fire,Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his job|Your brother-in-law lost his house in a fire|Your brother-in-law sold his house and is waiting to buy a new one,Your mother,Your mother|Your brother|You best friend|Your father,,,70,67,"Angry,Sad,Depressed,Tired,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,39,Male,1,0,0,Divorced,High school (secondary school),39000,A3UN1F1EOHKKE6,,1,1,0,3,0,1,,3,,28925490,SisterVignettePage1,,CryingandBehaviorChange:Sister,,Q93,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC2:S|AC4:S|AC3:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 12:22:56,2020-12-28 12:23:59,IP Address,172.11.220.144,100,62,True,2020-12-28 12:24:00,R_3p54g3Eoojz6hsI,,,,,39.643798828125,-84.1743011474609375,anonymous,EN,,,,,,,,,,,,,,,,eio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q123,,,,,,,,,
2020-12-28 12:22:32,2020-12-28 12:24:00,IP Address,102.69.228.70,100,88,True,2020-12-28 12:24:01,R_1XkRGzGBAWTrP7r,,,,,-1.2841033935546875,36.8155059814453125,anonymous,EN,,,,ui,,,,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,,,,,IntroSex,,,,Q99,,,,,,,,,
